,birth_year,region,health,general_happy,past_week_happy,see_friends,see_relatives,income,work_hours,job_satisfaction,weekend_internet,weekday_internet,use_twitter,internet_per_week
260,1954.0,Pacific,Good,Pretty happy,,Sev times a mnth,Once a year,67499.0,30.0,,,,,
261,1996.0,Pacific,Excellent,Pretty happy,Most of the time,,,,,Mod. satisfied,4.0,3.0,Yes,23.0
262,1974.0,Pacific,,Very happy,,Once a month,Sev times a mnth,18749.0,,Very satisfied,1.0,0.0,No,2.0
263,1986.0,Pacific,Good,Very happy,,Once a month,Almost daily,3499.0,,Mod. satisfied,,,,
264,1990.0,Pacific,,Pretty happy,,Sev times a week,Sev times a mnth,13749.0,,Very satisfied,1.0,1.0,No,7.0
265,1958.0,Pacific,,Not too happy,,Sev times a year,Almost daily,37499.0,,Very satisfied,4.0,6.0,No,38.0
266,1969.0,Pacific,Fair,Pretty happy,,Sev times a year,Once a month,,,Very satisfied,,,,
267,1955.0,Pacific,,Very happy,,Sev times a year,Sev times a mnth,,,,0.0,3.0,No,15.0
268,1972.0,Pacific,Good,Pretty happy,All or almost all of the time,,,67499.0,,Very satisfied,0.0,2.0,No,10.0
269,1941.0,Pacific,,Very happy,,Once a year,Once a year,,,,3.0,3.0,No,21.0
270,1972.0,Pacific,Good,Very happy,Most of the time,,,,,Very dissatisfied,2.0,1.0,No,9.0
271,1980.0,Pacific,,Very happy,,Sev times a mnth,Sev times a mnth,23749.0,,Mod. satisfied,2.0,1.0,No,9.0
272,1954.0,Pacific,Good,Pretty happy,,Sev times a mnth,Sev times a mnth,54999.0,,,,,,
273,1979.0,Pacific,,Very happy,,Sev times a year,Sev times a mnth,,,Very satisfied,2.0,6.0,Yes,34.0
274,1947.0,Pacific,Good,Very happy,,Sev times a year,Sev times a week,,,,,,,
275,1968.0,Pacific,Fair,Pretty happy,Most of the time,,,,,Very satisfied,,,Yes,
276,1972.0,Pacific,,Pretty happy,,Once a month,Once a month,67499.0,,Very satisfied,,,,
277,1957.0,Pacific,Excellent,Very happy,All or almost all of the time,,,37499.0,,Very dissatisfied,1.0,0.0,No,2.0
278,1955.0,Pacific,,Pretty happy,,Once a month,Almost daily,37499.0,,Very satisfied,,,,
279,1985.0,Pacific,,Very happy,,Sev times a year,Sev times a mnth,54999.0,,Mod. satisfied,1.0,1.0,No,7.0
280,1962.0,Pacific,Fair,Very happy,,Once a month,Sev times a mnth,,,,,,,
281,1967.0,Pacific,Good,Pretty happy,,Sev times a year,Sev times a year,13749.0,,Mod. satisfied,,,,
282,1969.0,Pacific,Excellent,Pretty happy,Most of the time,,,,,Very satisfied,,,,
283,,E. nor. central,Good,Very happy,,Once a month,Sev times a mnth,82499.0,,,,,,
284,1933.0,E. nor. central,Excellent,Pretty happy,,Sev times a year,Sev times a week,,,,,,,
285,1978.0,E. nor. central,Good,Pretty happy,Most of the time,,,82499.0,,Mod. satisfied,4.0,3.0,No,23.0
286,1969.0,E. nor. central,,Very happy,,Once a month,Almost daily,,,Mod. satisfied,7.0,4.0,Yes,34.0
287,1988.0,E. nor. central,Good,Pretty happy,Most of the time,,,44999.0,,A little dissat,0.0,1.0,No,5.0
288,1943.0,E. nor. central,Good,Pretty happy,,Once a month,Once a month,44999.0,,,,,,
289,1985.0,E. nor. central,Excellent,Pretty happy,,Sev times a mnth,Sev times a year,99999.0,,A little dissat,,,,
290,1961.0,E. nor. central,,Very happy,,Sev times a year,Sev times a year,159999.0,,Very satisfied,,,No,
291,1955.0,E. nor. central,,Pretty happy,,Sev times a year,Sev times a year,44999.0,,Mod. satisfied,1.0,1.0,No,7.0
292,1966.0,E. nor. central,Good,Very happy,,Sev times a year,Sev times a week,119999.0,,Very satisfied,,,,
293,1949.0,E. nor. central,Poor,Very happy,,Sev times a mnth,Sev times a week,,,,,,,
294,1975.0,E. nor. central,Good,Very happy,Most of the time,,,27499.0,,Mod. satisfied,,,,
295,1994.0,E. nor. central,,Pretty happy,,Sev times a mnth,Sev times a week,1000.0,,Very satisfied,5.0,3.0,No,25.0
296,1956.0,E. nor. central,Excellent,Pretty happy,,Sev times a week,Once a year,,,Very satisfied,,,,
297,1980.0,E. nor. central,Good,Very happy,All or almost all of the time,,,,,Very satisfied,4.0,4.0,No,28.0
298,1977.0,E. nor. central,Good,Pretty happy,,Sev times a mnth,Once a month,170000.0,,,,,,
299,1976.0,E. nor. central,,Pretty happy,,Sev times a mnth,Sev times a mnth,37499.0,,Mod. satisfied,3.0,2.0,No,16.0
300,1993.0,E. nor. central,Good,Pretty happy,,Sev times a mnth,Almost daily,,,Very satisfied,,,,
301,1953.0,E. nor. central,Poor,Not too happy,All or almost all of the time,,,,,Very dissatisfied,2.0,2.0,No,14.0
302,1956.0,E. nor. central,,Pretty happy,,Once a year,Sev times a year,4499.0,,A little dissat,,,,
303,1976.0,E. nor. central,Good,Very happy,,Sev times a mnth,Once a year,3499.0,,,,,,
304,1976.0,E. nor. central,Excellent,Pretty happy,,Sev times a year,Sev times a year,44999.0,,,,,,
305,1986.0,E. nor. central,Good,Very happy,,Sev times a mnth,Sev times a week,67499.0,,Very satisfied,,,,
306,1973.0,E. nor. central,,Very happy,,Sev times a year,Sev times a week,,,Mod. satisfied,1.0,1.0,No,7.0
307,1964.0,E. nor. central,,Pretty happy,,Once a year,Almost daily,8999.0,,Very satisfied,,,,
308,,E. nor. central,Fair,Not too happy,,Once a month,Once a year,,,Mod. satisfied,,,,
309,1991.0,E. nor. central,,Pretty happy,,Sev times a mnth,Almost daily,1999.0,,Mod. satisfied,1.0,1.0,No,7.0
310,,E. nor. central,,Pretty happy,,Once a year,Sev times a year,159999.0,,Mod. satisfied,3.0,10.0,No,56.0
311,1958.0,E. nor. central,,Pretty happy,,Sev times a year,Sev times a week,170000.0,,,,,No,
312,1956.0,E. nor. central,Fair,Very happy,Most of the time,,,99999.0,,Very satisfied,2.0,9.0,No,49.0
313,1972.0,E. nor. central,,Pretty happy,,Sev times a year,Once a month,37499.0,,Very satisfied,1.0,3.0,Yes,17.0
314,1947.0,E. nor. central,Good,Pretty happy,Most of the time,,,16249.0,,,,,,
315,1950.0,E. nor. central,,Very happy,,Once a month,Sev times a mnth,99999.0,,Very satisfied,1.0,0.0,No,2.0
316,1973.0,E. nor. central,Excellent,Very happy,,Once a month,Sev times a mnth,44999.0,,,,,,
317,1979.0,E. nor. central,,Very happy,,Sev times a year,Once a month,23749.0,,A little dissat,3.0,1.0,No,11.0
318,1988.0,E. nor. central,Good,Pretty happy,,Sev times a week,Almost daily,,,,,,,
319,1947.0,E. nor. central,Fair,Pretty happy,,Once a month,Once a month,,,,,,,
320,1989.0,E. nor. central,Excellent,Pretty happy,Most of the time,,,,,Mod. satisfied,1.0,1.0,No,7.0
321,1956.0,E. nor. central,,Pretty happy,,Sev times a year,Sev times a week,99999.0,40.0,Mod. satisfied,4.0,3.0,No,23.0
322,1954.0,E. nor. central,Good,Pretty happy,,Once a month,Sev times a week,,,,,,,
323,1942.0,E. nor. central,Poor,Not too happy,,Sev times a year,Once a year,,,,,,,
324,1984.0,E. nor. central,Good,Not too happy,Most of the time,,,,,A little dissat,0.0,2.0,No,10.0
325,1948.0,E. nor. central,Good,Pretty happy,,Once a month,Sev times a mnth,,,,,,,
326,1977.0,E. nor. central,Good,Pretty happy,Most of the time,,,44999.0,,Mod. satisfied,0.0,0.0,No,0.0
327,1995.0,E. nor. central,Fair,Very happy,,Once a month,Sev times a year,21249.0,,,,,,
328,1964.0,E. nor. central,Excellent,Very happy,,Once a month,Sev times a week,170000.0,,Very satisfied,,,,
329,1970.0,E. nor. central,Good,Pretty happy,,Sev times a year,Sev times a week,170000.0,,Very satisfied,,,,
330,1960.0,E. nor. central,Excellent,Pretty happy,All or almost all of the time,,,,,,,,No,
331,1956.0,E. nor. central,,Very happy,,Sev times a year,Sev times a mnth,99999.0,,Mod. satisfied,,,,
332,1994.0,E. nor. central,,Very happy,,Sev times a week,Sev times a week,,,Mod. satisfied,2.0,1.0,No,9.0
333,1974.0,E. nor. central,Poor,Very happy,,Sev times a week,Almost daily,5499.0,,Very dissatisfied,,,,
334,1981.0,E. nor. central,Fair,Not too happy,Most of the time,,,54999.0,,Mod. satisfied,,,,
335,1974.0,E. nor. central,,Pretty happy,,Sev times a year,Sev times a year,119999.0,,Very satisfied,2.0,3.0,Yes,19.0
336,1958.0,E. nor. central,Good,Very happy,All or almost all of the time,,,159999.0,,Very satisfied,3.0,2.0,No,16.0
337,1984.0,E. nor. central,,Pretty happy,,Sev times a year,Once a month,82499.0,,Very satisfied,1.0,0.0,No,2.0
338,1957.0,E. nor. central,Good,Very happy,,Sev times a year,Never,,,,,,,
339,1996.0,E. nor. central,,Pretty happy,,Almost daily,Sev times a week,3499.0,,,1.0,1.0,No,7.0
340,1972.0,E. nor. central,Good,Very happy,All or almost all of the time,,,82499.0,,Very satisfied,1.0,1.0,No,7.0
341,1982.0,E. nor. central,,Pretty happy,,Once a month,Sev times a year,21249.0,,Very satisfied,1.0,1.0,No,7.0
342,1954.0,E. nor. central,Good,Very happy,Most of the time,,,159999.0,,Very satisfied,2.0,11.0,No,59.0
343,1957.0,E. nor. central,,Pretty happy,,Once a month,Sev times a mnth,16249.0,,A little dissat,,,,
344,1965.0,E. nor. central,Excellent,Pretty happy,Most of the time,,,44999.0,,Mod. satisfied,,,,
345,1979.0,E. nor. central,,Pretty happy,,Once a month,Sev times a week,18749.0,,Mod. satisfied,2.0,3.0,No,19.0
346,1966.0,E. nor. central,,Pretty happy,,Sev times a year,Sev times a week,,,Very satisfied,0.0,5.0,Yes,25.0
347,1976.0,E. nor. central,Poor,Not too happy,,Once a month,Almost daily,21249.0,,A little dissat,,,,
348,1963.0,E. nor. central,,Pretty happy,,Sev times a year,Sev times a year,32499.0,,A little dissat,,,,
349,1964.0,E. nor. central,Excellent,Pretty happy,,Once a month,Once a year,54999.0,,,,,,
350,1964.0,E. nor. central,Fair,Very happy,Most of the time,,,4499.0,,Very satisfied,0.0,0.0,No,0.0
351,1980.0,E. nor. central,Excellent,Very happy,,Once a month,Sev times a week,,,Very satisfied,,,,
352,1970.0,E. nor. central,,Pretty happy,,Once a month,Sev times a mnth,82499.0,,A little dissat,0.0,1.0,No,5.0
353,1960.0,E. nor. central,Good,Pretty happy,,Sev times a year,Sev times a week,44999.0,,,,,,
354,1952.0,E. nor. central,Excellent,Very happy,Most of the time,,,,,Very satisfied,0.0,0.0,No,0.0
355,1954.0,South atlantic,Good,Pretty happy,Most of the time,,,11249.0,,A little dissat,5.0,3.0,Yes,25.0
356,1981.0,South atlantic,Excellent,Pretty happy,Most of the time,,,27499.0,,Very satisfied,0.0,0.0,No,0.0
357,1956.0,South atlantic,,Pretty happy,,Sev times a year,Once a month,82499.0,,Mod. satisfied,1.0,1.0,No,7.0
358,1980.0,South atlantic,Good,Pretty happy,Some of the time,,,67499.0,,Very satisfied,0.0,1.0,No,5.0
359,1954.0,South atlantic,Good,Very happy,,Sev times a year,Sev times a mnth,170000.0,,,,,,
360,1986.0,South atlantic,Excellent,Pretty happy,Most of the time,,,67499.0,,Very satisfied,1.0,1.0,No,7.0
361,1989.0,South atlantic,,Pretty happy,,Sev times a mnth,Once a month,44999.0,,Very satisfied,12.0,24.0,No,144.0
362,1937.0,South atlantic,Excellent,Pretty happy,,Once a month,Sev times a week,44999.0,,,,,,
363,1956.0,South atlantic,Good,Pretty happy,Most of the time,,,54999.0,,Mod. satisfied,2.0,3.0,No,19.0
364,1965.0,South atlantic,Good,Very happy,,Sev times a mnth,Sev times a mnth,159999.0,,,,,,
365,1974.0,South atlantic,,Not too happy,,Once a month,Once a month,44999.0,,Very satisfied,,,No,
366,1957.0,South atlantic,Fair,Pretty happy,,Sev times a year,Never,,,,,,,
367,1967.0,South atlantic,,Pretty happy,,Once a year,Sev times a mnth,13749.0,,,1.0,1.0,Yes,7.0
368,1963.0,South atlantic,Good,Very happy,,Sev times a mnth,Sev times a mnth,,,,,,,
369,1969.0,South atlantic,Good,Very happy,Most of the time,,,11249.0,,Very satisfied,1.0,1.0,No,7.0
370,1975.0,South atlantic,Excellent,Very happy,Most of the time,,,170000.0,,Very satisfied,0.0,1.0,No,5.0
371,1969.0,South atlantic,,Very happy,,Sev times a year,Once a month,,,Very satisfied,,,No,
372,1952.0,South atlantic,Fair,Very happy,Most of the time,,,,,Very satisfied,,,,
373,1936.0,South atlantic,Good,Pretty happy,,Once a month,Once a month,,,,,,,
374,1955.0,South atlantic,,Pretty happy,,Once a month,Almost daily,,,Very satisfied,,,,
375,1982.0,South atlantic,,Pretty happy,,Once a month,Almost daily,27499.0,,Very satisfied,4.0,2.0,No,18.0
376,1985.0,South atlantic,,Very happy,,Never,Once a year,54999.0,,Very satisfied,,,,
377,1987.0,South atlantic,Poor,Not too happy,,Once a month,Sev times a mnth,4499.0,,Very dissatisfied,,,,
378,1997.0,South atlantic,Good,Pretty happy,Some of the time,,,170000.0,,Mod. satisfied,2.0,2.0,No,14.0
379,1948.0,South atlantic,,Pretty happy,,Sev times a year,Sev times a year,27499.0,,Very satisfied,,,,
380,1927.0,South atlantic,,Pretty happy,,Sev times a year,Sev times a mnth,1999.0,,,,,,
381,1940.0,South atlantic,,Very happy,,Once a month,Sev times a mnth,82499.0,,,1.0,1.0,No,7.0
382,1952.0,South atlantic,Good,Pretty happy,,Sev times a year,Once a year,,,,,,,
383,1976.0,South atlantic,Good,Pretty happy,Some of the time,,,32499.0,,A little dissat,3.0,3.0,No,21.0
384,1989.0,South atlantic,,Pretty happy,,Sev times a week,Almost daily,,,A little dissat,15.0,10.0,Yes,80.0
385,1960.0,South atlantic,Poor,Pretty happy,,Never,Sev times a mnth,23749.0,,,,,,
386,1945.0,South atlantic,Good,Pretty happy,Most of the time,,,,,Very satisfied,,,,
387,1987.0,South atlantic,,Pretty happy,,Sev times a mnth,Almost daily,37499.0,,Mod. satisfied,,,,
388,1942.0,South atlantic,Good,Very happy,All or almost all of the time,,,,,,,,No,
389,1986.0,South atlantic,,Pretty happy,,Sev times a mnth,Sev times a week,,,Mod. satisfied,1.0,0.0,No,2.0
390,1951.0,South atlantic,Good,Very happy,All or almost all of the time,,,27499.0,,,,,,
391,1975.0,South atlantic,Poor,Pretty happy,Some of the time,,,32499.0,,Mod. satisfied,1.0,0.0,Yes,2.0
392,1978.0,South atlantic,Good,Pretty happy,Most of the time,,,67499.0,,Very satisfied,3.0,3.0,No,21.0
393,1967.0,South atlantic,,Pretty happy,,Sev times a mnth,Sev times a year,99999.0,,A little dissat,1.0,2.0,Yes,12.0
394,1991.0,South atlantic,Excellent,Very happy,Most of the time,,,32499.0,,,3.0,6.0,Yes,36.0
395,1991.0,South atlantic,Excellent,Pretty happy,,Once a month,Sev times a mnth,,,,,,,
396,1990.0,South atlantic,Good,Not too happy,Most of the time,,,18749.0,,,1.0,3.0,Yes,17.0
397,1982.0,South atlantic,Excellent,Very happy,,Sev times a mnth,Once a month,44999.0,,Mod. satisfied,,,,
398,1982.0,South atlantic,,Very happy,,Once a month,Once a month,54999.0,,Very satisfied,0.0,0.0,No,0.0
399,1980.0,South atlantic,Good,Pretty happy,,Once a month,Once a month,,,,,,,
400,1957.0,South atlantic,Excellent,Pretty happy,None or almost none of the time,,,82499.0,,Very satisfied,,,,
401,1967.0,South atlantic,,Very happy,,Sev times a mnth,Almost daily,23749.0,40.0,Very satisfied,2.0,2.0,No,14.0
402,1971.0,South atlantic,Excellent,Pretty happy,Most of the time,,,82499.0,,A little dissat,,,No,
403,1982.0,South atlantic,,Pretty happy,,Sev times a year,Sev times a mnth,37499.0,,A little dissat,,,,
404,1972.0,South atlantic,Good,Pretty happy,,Sev times a year,Once a year,170000.0,,Mod. satisfied,,,,
405,1950.0,South atlantic,Excellent,Very happy,Most of the time,,,,,,,,No,
406,1963.0,South atlantic,,Not too happy,,Sev times a year,Once a month,,,A little dissat,1.0,1.0,No,7.0
407,1957.0,South atlantic,,Very happy,,Sev times a mnth,Never,99999.0,,Very satisfied,,,,
408,1973.0,South atlantic,Excellent,Very happy,,Sev times a year,Sev times a year,170000.0,,Very satisfied,,,,
409,1972.0,South atlantic,Fair,Not too happy,,Once a month,Sev times a year,44999.0,,,,,,
410,1948.0,South atlantic,,Pretty happy,,Once a year,Once a year,,,,,,No,
411,1979.0,South atlantic,Excellent,Pretty happy,Most of the time,,,37499.0,,Mod. satisfied,3.0,2.0,,16.0
412,1979.0,South atlantic,,Pretty happy,,Sev times a mnth,Once a month,139999.0,,Very satisfied,0.0,0.0,No,0.0
413,1968.0,South atlantic,Excellent,Pretty happy,,Sev times a week,Sev times a mnth,99999.0,,Very satisfied,,,,
414,1982.0,South atlantic,Good,Pretty happy,,Sev times a mnth,Sev times a week,23749.0,,,,,,
415,1991.0,South atlantic,Good,Pretty happy,Most of the time,,,44999.0,,Very satisfied,,,,
416,1972.0,South atlantic,Good,Pretty happy,,Sev times a year,Sev times a year,18749.0,,Very satisfied,,,,
417,1953.0,South atlantic,Fair,Very happy,All or almost all of the time,,,,,,,,,
418,1990.0,South atlantic,,Pretty happy,,Sev times a week,Sev times a week,,,Very satisfied,,,,
419,1952.0,South atlantic,Fair,Not too happy,,Sev times a week,Once a year,,,,,,,
420,1995.0,South atlantic,,Pretty happy,,Sev times a year,Sev times a mnth,32499.0,,Very satisfied,20.0,20.0,No,140.0
421,1985.0,South atlantic,Excellent,Very happy,,Once a month,Sev times a year,21249.0,,Very satisfied,,,,
422,1989.0,South atlantic,,Pretty happy,,Sev times a mnth,Sev times a mnth,7499.0,,Mod. satisfied,,,,
423,1963.0,South atlantic,Excellent,Very happy,All or almost all of the time,,,99999.0,,Very satisfied,1.0,7.0,Yes,37.0
424,1946.0,South atlantic,,Pretty happy,,Sev times a mnth,Once a month,,,,1.0,1.0,No,7.0
425,1963.0,South atlantic,Excellent,Pretty happy,Most of the time,,,1000.0,,,,,,
426,1957.0,South atlantic,Good,Pretty happy,,Sev times a week,Sev times a week,119999.0,,,,,,
427,1969.0,South atlantic,Good,Pretty happy,,Once a month,Sev times a year,170000.0,,Mod. satisfied,,,,
428,1989.0,South atlantic,,Pretty happy,,Sev times a week,Sev times a week,,,Mod. satisfied,4.0,4.0,No,28.0
429,1964.0,South atlantic,Poor,Not too happy,,Sev times a week,Sev times a week,54999.0,,,,,,
430,1990.0,South atlantic,Good,Pretty happy,All or almost all of the time,,,32499.0,,Very satisfied,2.0,2.0,No,14.0
431,1992.0,South atlantic,,Pretty happy,,Almost daily,Sev times a week,1000.0,,Mod. satisfied,10.0,5.0,No,45.0
432,1991.0,South atlantic,Fair,Not too happy,None or almost none of the time,,,,,Mod. satisfied,0.0,4.0,No,20.0
433,1972.0,South atlantic,Excellent,Very happy,All or almost all of the time,,,67499.0,,Very satisfied,,,No,
434,1987.0,South atlantic,Excellent,Pretty happy,All or almost all of the time,,,44999.0,,Very satisfied,1.0,1.0,No,7.0
435,1959.0,South atlantic,,Pretty happy,,Sev times a mnth,Sev times a week,67499.0,,Very satisfied,0.0,0.0,No,0.0
436,1955.0,South atlantic,Good,Very happy,,Never,Sev times a mnth,,,,,,,
437,1950.0,South atlantic,Good,Pretty happy,,Sev times a mnth,Sev times a year,,,,,,,
438,1968.0,New england,,Very happy,,Never,Once a year,,,,,,,
439,1990.0,New england,Excellent,Pretty happy,,Sev times a week,Sev times a week,11249.0,,Very satisfied,,,,
440,1987.0,New england,Excellent,Very happy,All or almost all of the time,,,82499.0,,Mod. satisfied,1.0,6.0,No,32.0
441,1968.0,New england,,Pretty happy,,Sev times a mnth,Sev times a mnth,,,Mod. satisfied,0.0,1.0,No,5.0
442,1986.0,New england,Excellent,Very happy,Most of the time,,,,,,3.0,2.0,No,16.0
443,1960.0,New england,Fair,Pretty happy,Most of the time,,,27499.0,,Mod. satisfied,,,No,
444,1988.0,New england,Good,Pretty happy,,Sev times a week,Sev times a week,21249.0,,,,,,
445,,New england,,Very happy,,Sev times a mnth,Almost daily,,,Mod. satisfied,0.0,0.0,No,0.0
446,1951.0,New england,Poor,Pretty happy,,Once a month,Once a month,,,,,,,
447,1973.0,New england,,Very happy,,Once a month,Once a month,44999.0,,Very satisfied,0.0,,No,
448,1967.0,New england,Excellent,Very happy,,Sev times a mnth,Almost daily,170000.0,,,,,,
449,1997.0,New england,,Pretty happy,,Sev times a mnth,Sev times a mnth,7499.0,,Mod. satisfied,4.0,4.0,No,28.0
450,1986.0,New england,Fair,Pretty happy,,Sev times a mnth,Sev times a mnth,,,,,,,
451,1949.0,New england,Fair,Pretty happy,Most of the time,,,54999.0,,Mod. satisfied,,,No,
452,1979.0,New england,,Pretty happy,,Once a month,Once a month,,,Very satisfied,4.0,4.0,No,28.0
453,1976.0,New england,,Not too happy,,Sev times a year,Once a year,1999.0,,Very satisfied,2.0,1.0,No,9.0
454,1951.0,New england,Good,Pretty happy,,Sev times a year,Sev times a mnth,,,,,,,
455,1953.0,New england,Excellent,Not too happy,Most of the time,,,,,,,,,
456,1982.0,New england,Good,Very happy,,Sev times a year,Once a month,170000.0,,Very satisfied,,,,
457,1979.0,New england,Excellent,Very happy,Most of the time,,,82499.0,,Very satisfied,2.0,8.0,No,44.0
458,1968.0,New england,,Pretty happy,,Once a month,Sev times a mnth,170000.0,,Very satisfied,1.0,1.0,Yes,7.0
459,1935.0,New england,Good,Very happy,,Once a month,Sev times a mnth,,,,,,,
460,1958.0,New england,Excellent,Pretty happy,Most of the time,,,170000.0,,Mod. satisfied,2.0,2.0,Yes,14.0
461,1952.0,New england,,Pretty happy,,Sev times a mnth,Once a month,,,Mod. satisfied,3.0,10.0,Yes,56.0
462,1979.0,New england,Excellent,Pretty happy,Most of the time,,,170000.0,,Very satisfied,1.0,1.0,Yes,7.0
463,1950.0,New england,,Pretty happy,,Once a month,Sev times a year,,,Very satisfied,2.0,4.0,No,24.0
464,1985.0,New england,Excellent,Very happy,Most of the time,,,54999.0,,Mod. satisfied,2.0,1.0,No,9.0
465,1952.0,New england,,Very happy,,Sev times a year,Almost daily,44999.0,,Very satisfied,0.0,0.0,No,0.0
466,1959.0,New england,Good,Pretty happy,,Once a year,Sev times a year,139999.0,,A little dissat,,,,
467,1957.0,New england,Excellent,Pretty happy,Most of the time,,,119999.0,,Very satisfied,3.0,5.0,Yes,31.0
468,1987.0,New england,,Pretty happy,,Once a month,Sev times a week,27499.0,,Very satisfied,1.0,1.0,No,7.0
