Cbsa,Region,maincity,msa,score_sdgi,rank_sdgIndex,score_sdg1,score_sdg2,score_sdg3,score_sdg4,score_sdg5,score_sdg6,score_sdg7,score_sdg8,score_sdg9,score_sdg10,score_sdg11,score_sdg12,score_sdg13,score_sdg15,score_sdg16,n_sdg1v1_poverty,n_sdg1v2_childpoverty,n_sdg1v3_workingpoor,n_sdg1v4_sickleave,n_sdg1v5_famleave,n_sdg2v1_foodinsc,n_sdg2v3_foodaccess,n_sdg2v4_obesity,n_sdg3v1_infantmort,n_sdg3v2_trafficdeath,n_sdg3v4_NCD,n_sdg3v6_mentalhealth,n_sdg3v7_overdose,n_sdg3v8_lifeExpectancy,n_sdg3v9_healthinsurance,n_sdg4v2_preschool,n_sdg4v3_tertiaryed,n_sdg4v4_HSgrad,n_sdg4v5_schoolpov,n_sdg5v1_wagegap,n_sdg5v2_wbusiness,n_sdg5v4_womeningov,n_sdg6v1_waterviolation,n_sdg6v3_domesticwatercapita,n_sdg6v4_waterreleasechange,n_sdg7v1_energyburden,n_sdg7v2_renewableprod,n_sdg7v3_renewablecons,n_sdg8v1_GDPgrowth,n_sdg8v2_neets,n_sdg8v3_unemployment,n_sdg9v1_STEMjobs,n_sdg9v2_patents,n_sdg9v3_broadband,n_sdg10v2_gini,n_sdg10v3_upwardmobility,n_sdg10v5_nativeemploy,n_sdg10v7_segregation,n_sdg10v8_MEIscore,n_sdg11v1_overcrowding,n_sdg11v2_sustainabletransit,n_sdg11v3_parkaccess,n_sdg11v4_PM25,n_sdg11v5_rentburden,n_sdg12v1_ozone,n_sdg12v3_toxicRelease,n_sdg12v4_airreleasechange,n_sdg13v1_GHGcapita,n_sdg13v2_climateaware,n_sdg13v3_adaptationplan,n_sdg15v1_parkarea,n_sdg15v2_naturalpark,n_sdg15v4_landreleasechange,n_sdg16v1_incarcerationrate,n_sdg16v2_prisonadmission,n_sdg16v5_firearmdeath,n_sdg16v6_nonwhitegov,sdg1v1_poverty,sdg1v2_childpoverty,sdg1v3_workingpoor,sdg1v4_sickleave,sdg1v5_famleave,sdg2v1_foodinsc,sdg2v3_foodaccess,sdg2v4_obesity,sdg3v1_infantmort,sdg3v2_trafficdeath,sdg3v4_NCD,sdg3v6_mentalhealth,sdg3v7_overdose,sdg3v8_lifeExpectancy,sdg3v9_healthinsurance,sdg4v2_preschool,sdg4v3_tertiaryed,sdg4v4_HSgrad,sdg4v5_schoolpov,sdg5v1_wagegap,sdg5v2_wbusiness,sdg5v4_womeningov,sdg6v1_waterviolation,sdg6v3_domesticwatercapita,sdg6v4_waterreleasechange,sdg7v1_energyburden,sdg7v2_renewableprod,sdg7v3_renewablecons,sdg8v1_GDPgrowth,sdg8v2_neets,sdg8v3_unemployment,sdg9v1_STEMjobs,sdg9v2_patents,sdg9v3_broadband,sdg10v2_gini,sdg10v3_upwardmobility,sdg10v5_nativeemploy,sdg10v7_segregation,sdg10v8_MEIscore,sdg11v1_overcrowding,sdg11v2_sustainabletransit,sdg11v3_parkaccess,sdg11v4_PM25,sdg11v5_rentburden,sdg12v1_ozone,sdg12v3_toxicRelease,sdg12v4_airreleasechange,sdg13v1_GHGcapita,sdg13v2_climateaware,sdg13v3_adaptationplan,sdg15v1_parkarea,sdg15v2_naturalpark,sdg15v4_landreleasechange,sdg16v1_incarcerationrate,sdg16v2_prisonadmission,sdg16v5_firearmdeath,sdg16v6_nonwhitegov
42540,1,Scranton,"Scranton--Wilkes-Barre--Hazleton, PA",44,78,25,45,33,33,20,85,16,46,20,53,47,65,33,98,38,41,20,66,0,0,30,60,44,50,43,25,25,0,9,77,17,39,70,6,40,0,,84,86,85,40,1,6,22,65,50,33,3,26,58,94,9,33,72,83,13,12,100,28,69,99,27,54,44,0,,,98,0,22,90,,14,12,2,0,0,12,14,29,7,10,457,4,37,77,96,45,33,87,46,76,33,,13,60,26,31,2,6,1,11,5,11,2,67,0,46,1,58,78,2,15,28,9,42,0,215916,2,10,70,0,,,9,1101,335,2,
30780,3,Little Rock,"Little Rock-North Little Rock-Conway, AR",43,79,31,14,31,38,56,84,11,44,25,46,43,75,28,98,27,46,49,57,0,0,4,34,5,31,26,10,0,76,5,65,21,40,64,25,42,25,100,91,66,94,1,9,24,9,55,67,67,2,6,42,16,51,67,53,81,3,14,100,18,69,99,57,55,30,0,,,98,30,0,36,41,13,7,3,0,0,17,23,34,8,13,497,5,14,76,93,48,33,86,36,77,38,63.64,8,89,-1,50,10,12,0,13,4,14,1,58,0,38,1,47,63,2,11,30,10,48,0,348278,-6,10,67,0,,,4,341,432,10,26
21340,3,El Paso,"El Paso, TX",43,80,7,46,54,37,50,52,19,33,6,63,39,59,37,89,53,0,15,20,0,0,52,47,39,74,46,64,34,93,65,0,13,18,62,57,31,53,65,0,70,86,47,3,7,10,58,30,7,1,9,36,78,100,65,37,40,10,34,100,11,48,99,29,59,51,0,70,100,98,0,46,92,76,21,12,6,0,0,9,18,30,4,10,350,4,9,81,79,42,24,86,21,73,43,37.50,88,84,22,28,4,6,0,12,6,8,1,60,0,44,1,47,51,6,14,46,9,52,0,387827,2,9,71,0,19,94,5,852,232,2,11
41180,2,St. Louis,"St. Louis, MO-IL",43,81,36,24,41,45,51,83,30,51,34,52,46,59,13,49,30,54,53,70,0,0,19,25,27,44,55,37,35,23,24,68,34,58,68,19,24,44,84,94,70,83,42,44,5,16,80,58,54,15,33,48,28,54,32,100,86,4,25,100,17,50,71,55,0,40,0,30,16,100,0,43,14,64,12,7,2,0,0,14,26,31,7,9,425,4,28,78,94,56,40,87,40,70,41,44.12,5,83,31,30,45,5,1,9,5,13,4,70,0,39,1,58,100,1,12,39,10,49,0,6750916,-6,23,69,0,10,15,-14,772,244,13,16
23420,4,Fresno,"Fresno, CA",43,82,49,46,48,16,33,79,33,29,10,46,28,71,74,46,33,0,13,30,100,100,19,74,45,47,19,53,40,76,43,61,11,9,35,9,44,54,0,89,48,100,34,38,29,52,35,0,3,6,22,32,44,56,57,42,12,10,17,96,5,16,100,97,71,51,100,0,40,99,0,48,63,20,21,12,5,1,1,14,9,29,7,13,379,4,14,79,92,42,21,81,45,77,43,12.50,9,116,-20,34,38,13,3,15,7,8,2,65,0,41,1,50,55,9,14,32,15,56,0,116577,-18,7,71,1,3,37,-5,1102,225,6,34
17900,3,Columbia,"Columbia, SC",42,83,21,23,34,30,23,66,28,51,20,43,42,81,25,98,51,34,36,37,0,0,21,31,17,42,15,30,8,74,18,50,26,38,7,48,27,42,1,47,59,93,51,17,16,41,59,52,31,6,23,37,1,25,88,63,82,14,1,100,12,73,85,86,28,48,0,,,98,0,47,56,100,15,9,4,0,0,14,24,33,7,14,445,4,14,77,90,51,32,77,26,71,41,14.29,42,100,1,25,18,9,2,12,5,11,2,66,0,36,1,40,71,2,16,19,8,51,0,3573622,-15,15,71,0,,,1,980,229,7,-5
40060,3,Richmond,"Richmond, VA",42,84,34,31,51,49,59,87,10,58,33,62,43,46,15,37,22,57,42,73,0,0,29,27,36,53,49,48,62,54,32,57,14,60,80,42,41,35,100,98,73,90,7,14,10,36,79,58,54,10,36,58,17,57,84,92,83,6,8,100,17,61,21,55,5,39,0,11,0,99,0,48,40,0,11,8,2,0,0,13,25,30,6,9,395,4,20,78,91,43,41,88,28,76,40,50.00,2,80,9,47,15,7,2,9,5,13,3,72,0,38,1,41,94,2,12,25,8,49,0,18489431,-6,19,69,0,5,0,0,553,226,9,43
16860,3,Chattanooga,"Chattanooga, TN-GA",42,85,33,15,29,29,21,87,26,50,22,32,44,81,28,94,43,49,48,67,0,0,25,0,20,33,41,0,11,55,11,51,12,26,60,18,40,5,17,92,73,96,35,32,12,27,,74,49,3,14,22,17,29,61,29,85,3,14,100,19,65,98,80,58,27,0,,,94,0,38,43,92,13,7,2,0,0,13,35,32,8,10,526,4,19,77,90,42,28,85,40,76,35,20.00,6,80,-9,33,32,8,1,,4,12,2,62,0,38,1,49,45,2,11,29,9,47,0,413810,-13,9,67,0,,,69,1169,267,9,3
26420,3,Houston,"Houston-The Woodlands-Sugar Land, TX",42,86,26,35,53,39,36,67,18,38,39,59,38,29,47,78,26,41,42,46,0,0,9,43,53,59,41,56,66,88,51,8,13,41,81,22,32,53,23,32,75,95,45,3,7,27,48,39,52,33,31,23,65,78,66,62,49,11,15,100,17,42,0,44,0,42,100,51,85,98,0,12,61,31,14,8,4,0,0,16,20,27,6,11,372,4,11,80,82,42,34,89,38,73,43,22.22,54,76,-5,28,4,6,1,14,6,13,8,69,0,43,1,47,70,5,14,31,10,49,0,67051781,-3,26,70,1,14,78,1,1051,379,6,30
31140,3,Louisville,"Louisville/Jefferson County, KY-IN",42,87,34,28,29,46,28,82,16,50,25,62,48,56,43,66,13,51,50,69,0,0,22,47,15,52,35,18,27,0,0,73,6,39,92,47,35,21,,81,79,85,38,5,5,41,50,58,34,15,27,53,16,78,65,100,81,7,22,100,28,50,49,67,0,29,100,20,78,99,0,11,29,,12,7,2,0,0,14,18,33,6,11,476,4,35,76,95,38,33,90,26,74,38,,15,71,24,32,6,5,2,13,5,11,4,67,0,38,1,47,100,2,13,36,9,42,0,11930621,-9,28,67,1,7,72,-10,1094,387,11,
13820,3,Birmingham,"Birmingham-Hoover, AL",42,88,28,17,18,61,38,91,16,32,23,53,44,75,1,99,30,37,43,59,0,0,11,31,9,4,11,5,14,33,0,57,26,47,90,79,15,26,72,100,80,94,0,20,28,13,43,39,46,4,20,29,14,69,52,100,84,4,12,100,18,66,86,72,0,3,0,,,99,0,18,0,100,15,8,3,0,0,16,24,34,11,15,511,4,25,75,91,51,36,90,10,66,38,40.00,0,69,-2,51,21,13,1,14,6,12,2,64,0,38,1,52,100,2,12,28,10,48,0,3261267,-11,48,63,0,,,-8,1099,353,15,-2
26900,2,Indianapolis,"Indianapolis-Carmel-Anderson, IN",41,89,33,25,37,40,34,91,22,58,36,53,42,69,19,57,4,53,45,67,0,0,20,28,25,28,46,34,41,32,20,60,16,60,39,44,26,41,,98,76,99,33,26,8,42,67,65,53,24,31,47,11,64,60,86,86,3,3,100,19,58,92,57,36,22,0,10,61,100,0,11,1,,12,8,2,0,0,14,25,31,9,10,433,4,26,77,92,45,41,82,27,71,41,,1,76,-18,34,27,6,2,11,4,13,6,70,0,37,1,49,89,1,11,21,10,47,0,2004991,-6,13,66,0,5,56,-20,973,383,15,
28940,3,Knoxville,"Knoxville, TN",41,90,27,19,22,49,23,86,29,57,30,42,44,54,0,99,38,39,38,59,0,0,28,9,20,59,18,18,0,0,2,58,1,38,100,57,40,14,17,90,73,95,44,32,12,34,64,74,49,16,25,29,17,66,51,49,86,2,6,100,25,61,78,21,0,0,0,,,99,0,20,70,61,14,9,3,0,0,13,32,32,6,14,477,5,39,76,92,35,32,91,21,76,37,20.00,8,80,-7,29,32,8,2,11,4,12,4,67,0,38,1,52,60,1,11,23,9,44,0,5119035,4,20,61,0,,,-2,1121,347,5,17
36420,3,Oklahoma City,"Oklahoma City, OK",40,91,27,27,25,30,30,83,26,63,23,55,44,76,7,63,26,41,41,54,0,0,16,43,21,39,18,6,7,59,12,37,9,46,34,32,36,25,,73,83,94,38,5,35,51,58,80,42,6,21,43,59,71,76,23,72,7,20,100,22,55,99,75,0,21,0,18,72,100,6,15,57,,14,8,3,0,0,15,20,32,8,14,511,4,19,77,88,40,36,81,33,74,38,,21,66,-3,32,6,16,3,12,4,12,2,65,0,42,1,44,40,3,13,34,8,45,0,244153,-12,24,66,0,7,66,-18,447,368,7,
48620,2,Wichita,"Wichita, KS",40,92,30,18,47,31,28,86,33,48,28,46,45,59,20,52,35,44,47,59,0,0,23,23,9,40,36,32,72,73,21,52,11,42,44,28,14,29,40,85,88,85,39,25,36,20,67,56,48,9,29,70,52,58,49,0,73,5,26,100,22,65,91,20,46,16,0,9,49,99,14,14,63,49,13,8,3,0,0,14,27,34,7,11,437,3,15,78,91,41,34,83,35,66,39,28.57,12,59,25,31,26,16,1,11,5,12,3,68,0,42,1,53,22,3,12,40,8,46,0,2116609,4,12,65,0,5,45,0,412,372,6,22
45780,2,Toledo,"Toledo, OH",40,93,44,21,32,45,39,26,17,41,32,42,51,68,20,53,69,30,31,61,0,100,11,43,8,40,46,19,21,16,11,71,23,40,74,44,19,19,80,0,78,0,46,5,1,28,70,26,46,17,33,41,18,0,51,100,87,6,32,100,28,58,91,54,11,49,0,15,49,96,64,53,62,97,16,10,3,0,1,16,20,34,8,10,475,4,30,77,94,49,33,88,27,67,37,42.86,79,72,293,28,6,4,1,11,6,12,5,70,0,38,1,52,100,1,13,45,8,42,0,2158223,-6,18,71,0,6,45,34,186,202,6,1
46140,3,Tulsa,"Tulsa, OK",40,94,27,24,25,39,53,77,26,44,24,57,44,66,3,67,23,39,42,56,0,0,13,31,27,37,15,0,26,56,8,34,25,23,55,51,32,28,100,59,77,94,38,5,35,27,61,45,37,12,22,48,50,74,60,55,71,4,26,100,22,65,80,54,0,10,0,21,81,99,24,1,47,20,14,8,3,0,0,16,24,31,8,14,531,4,19,77,87,51,27,85,24,73,39,54.55,33,74,-2,32,6,16,1,12,5,11,4,66,0,41,1,49,65,3,12,39,9,46,0,4702386,-5,33,64,0,8,74,-7,367,428,8,35
29460,3,Lakeland,"Lakeland-Winter Haven, FL",40,95,19,7,32,26,53,84,27,51,5,57,36,66,11,98,27,29,13,51,0,0,16,5,0,40,0,21,32,58,32,38,5,0,12,87,53,53,,83,74,94,29,42,10,35,62,54,12,3,0,59,31,53,87,,60,2,2,100,14,53,90,56,0,32,0,,,98,0,0,81,,16,12,3,0,0,15,33,35,8,17,467,4,19,78,88,37,17,78,6,81,43,,13,79,-2,36,42,7,2,12,5,9,2,53,0,39,1,40,,4,11,20,8,50,0,2454364,-6,21,68,0,,,1,1729,479,4,
35380,3,New Orleans,"New Orleans-Metairie, LA",40,96,11,22,31,26,45,60,17,31,20,47,48,70,47,100,22,14,0,39,0,0,14,39,12,44,40,27,22,11,18,55,37,41,0,25,30,45,60,31,50,100,43,5,2,12,44,37,36,5,20,11,20,66,43,96,84,15,42,100,1,63,47,100,0,42,100,100,100,100,0,0,0,89,19,14,4,0,0,15,21,33,7,11,451,4,31,77,91,58,34,76,36,72,41,35.71,55,113,-21,29,6,4,0,14,6,11,2,64,1,38,1,55,97,2,16,53,8,58,0,12553638,-21,35,70,1,26,96,-21,565,531,17,5
12260,3,Augusta,"Augusta-Richmond County, GA-SC",40,97,19,20,31,31,56,78,31,22,24,38,40,64,18,99,28,32,23,41,0,0,8,28,23,,17,17,40,57,8,45,19,16,62,25,41,70,,64,71,98,27,44,20,19,46,0,52,3,16,51,3,21,100,14,84,5,0,100,9,71,69,52,32,22,0,,,99,0,30,54,,16,11,4,0,0,16,25,32,,14,480,4,19,77,89,47,24,86,36,76,45,,28,82,-16,37,44,11,1,14,8,13,2,63,0,36,1,33,33,2,12,17,10,53,0,7267618,-5,14,66,0,,,-13,1477,301,7,
19660,3,Deltona,"Deltona-Daytona Beach-Ormond Beach, FL",40,98,22,23,27,24,39,65,27,58,10,54,42,57,19,94,35,35,10,64,0,0,16,0,53,52,0,17,2,49,21,45,22,1,10,63,34,44,,21,73,100,31,42,10,35,72,67,20,7,3,60,34,95,69,10,89,3,12,100,5,69,97,4,,39,0,,,94,0,23,82,,15,13,3,0,0,15,35,27,6,16,480,4,21,78,89,48,18,78,18,74,41,,63,79,-21,35,42,7,2,10,4,10,3,57,0,40,1,46,30,1,11,28,7,55,0,680165,9,,69,0,,,63,1281,331,4,
32580,3,McAllen,"McAllen-Edinburg-Mission, TX",39,99,0,26,59,30,49,59,16,31,0,39,22,74,48,100,38,0,0,0,0,0,43,0,35,69,48,71,40,100,87,0,0,6,80,36,22,84,40,17,66,93,38,3,7,41,23,30,0,0,0,21,76,100,0,0,0,0,0,100,11,81,100,42,61,84,0,,,100,0,1,90,61,30,23,11,0,0,10,35,30,5,9,332,4,3,82,70,34,20,88,31,69,47,28.57,65,90,0,32,4,6,2,17,6,7,1,45,0,44,1,69,19,11,10,11,10,52,0,49580,-2,9,77,0,,,-21,868,429,3,17
49660,2,Youngstown,"Youngstown-Warren-Boardman, OH-PA",38,100,22,23,28,40,12,78,17,15,21,40,45,67,30,97,39,30,27,54,0,0,13,36,21,22,58,17,27,0,2,71,35,15,97,14,8,17,,51,89,96,46,5,1,0,,30,32,8,22,54,42,59,6,,85,0,21,99,20,60,98,42,54,37,0,,,97,17,41,59,,16,10,3,0,0,16,22,32,9,8,480,4,43,76,94,57,23,91,42,63,37,,39,57,-8,28,6,4,-1,,6,11,3,65,0,40,1,67,,2,10,35,12,47,0,624322,-2,10,69,0,,,24,398,256,7,
12540,4,Bakersfield,"Bakersfield, CA",38,101,48,38,36,19,39,67,34,7,8,65,28,61,13,68,34,0,0,41,100,100,24,58,31,53,27,27,26,37,21,61,0,0,63,15,23,63,31,72,43,85,36,38,29,20,0,0,0,10,13,52,88,72,66,46,0,13,28,94,6,26,100,56,0,38,0,14,91,99,0,44,55,37,21,14,4,1,1,14,15,31,6,12,453,4,24,78,92,32,13,86,42,69,44,25.00,22,123,27,32,38,13,1,21,9,7,3,61,0,45,1,47,58,10,16,41,18,55,0,110436,-6,32,69,0,6,83,-12,1032,243,7,27
49180,3,Winston,"Winston-Salem, NC",37,102,19,18,29,31,39,90,27,49,26,25,40,68,7,40,39,28,19,50,0,0,18,23,14,20,29,27,20,43,18,47,12,26,60,26,52,26,,98,80,94,35,30,15,33,61,52,43,16,21,25,1,0,59,38,82,1,3,100,17,63,94,47,,15,0,7,12,100,0,42,77,,16,12,4,0,0,15,27,33,9,12,451,4,23,77,90,42,28,85,36,81,39,,2,70,-1,33,31,9,2,12,5,12,4,65,0,36,1,49,52,2,10,21,8,49,0,1487029,-4,,65,0,4,11,-16,897,251,4,
32820,3,Memphis,"Memphis, TN-MS-AR",36,103,16,7,18,21,55,83,29,23,22,32,43,56,55,61,17,23,8,51,0,0,0,22,0,6,11,0,4,53,0,51,11,29,44,0,51,94,21,96,69,83,43,32,12,6,38,26,36,18,11,16,0,71,40,31,81,1,19,100,16,60,80,27,30,34,100,9,77,98,0,19,0,47,17,13,3,0,0,20,27,35,11,15,536,4,20,76,90,41,29,83,50,81,49,21.43,3,85,33,30,32,8,0,15,6,11,5,61,0,34,1,56,46,2,11,34,9,49,0,4614632,2,14,68,1,5,71,11,1439,349,17,23
27140,3,Jackson,"Jackson, MS",35,104,25,9,28,21,38,78,22,24,18,36,26,59,16,96,33,33,33,57,0,0,0,28,0,2,0,7,40,94,2,49,28,27,28,0,45,44,23,87,59,86,38,21,9,20,34,19,54,0,0,49,0,0,76,55,74,2,4,,22,74,86,17,22,24,0,,,96,0,32,9,89,15,10,3,0,0,20,25,36,11,16,507,4,9,76,90,52,28,81,54,78,41,22.22,10,100,22,32,21,6,1,16,6,13,1,56,0,36,1,44,65,3,11,22,,46,0,3407448,5,16,67,0,,,30,1327,292,14,5
12940,3,Baton Rouge,"Baton Rouge, LA",30,105,24,20,25,29,26,77,16,30,20,48,40,51,6,35,7,28,31,60,0,0,15,31,14,1,9,20,24,52,7,63,26,24,8,58,0,52,,80,51,100,41,5,2,10,49,30,32,4,24,43,31,72,70,26,74,4,7,100,17,52,0,100,0,18,0,0,6,100,0,13,9,,16,10,3,0,0,15,24,33,11,15,472,4,20,77,93,51,27,77,20,56,42,,16,111,-21,31,6,4,0,13,6,11,2,66,0,39,1,46,42,3,12,24,9,49,0,35909043,-21,65,65,0,3,6,-21,586,375,14,
