Player Name,Season,Statistic,Variable,Value
Woody Austin,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$354,042 "
Bio Kim,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$345,588 "
Jarrod Lyle,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$343,292 "
Ben Martin,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$340,080 "
Nathan Green,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$337,109 "
Aron Price,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$333,290 "
Simon Dyson,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$329,666 "
Daniel Summerhays,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$326,899 "
Colt Knost,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$321,817 "
Michael Connell,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$309,362 "
Brett Wetterich,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$307,504 "
Derek Lamely,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$301,146 "
Oliver Wilson,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$300,000 "
Marc Turnesa,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$299,405 "
Kevin Kisner,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$295,170 "
Nick Price,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$292,996 "
Alex Prugh,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$292,070 "
Cameron Percy,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$290,319 "
Paul Stankowski,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$290,211 "
Justin Hicks,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$289,990 "
Kevin Sutherland,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$289,693 "
Yuta Ikeda,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$287,147 "
Lee Janzen,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$281,993 "
Hiroyuki Fujita,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$263,800 "
John Cook,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$251,600 "
Raphael Jacquelin,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$250,245 "
Alexandre Rocha,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$250,026 "
Jim Herman,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$249,345 "
Seung-Yul Noh,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$239,570 "
Scott Gutschewski,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$229,758 "
Rocco Mediate,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$220,299 "
Richard Johnson,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$212,106 "
Brendan Jones,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$211,250 "
John Daly,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$207,963 "
Shaun Micheel,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$206,450 "
D.J. Brigman,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$196,491 "
Will MacKenzie,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$188,394 "
Andres Gonzales,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$186,847 "
Stephen Gallacher,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$186,821 "
J.P. Hayes,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$186,769 "
Joost Luiten,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$186,095 "
Chad Collins,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$183,510 "
John Mallinger,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$179,498 "
Joseph Bramlett,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$178,728 "
Tom Lehman,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$178,062 "
Shigeki Maruyama,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$177,375 "
Alex Noren,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$177,208 "
Pablo Larrazabal,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$176,634 "
Steve Elkington,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$176,225 "
Michael Letzig,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$169,973 "
Jeev Milkha Singh,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$169,167 "
Jay Haas,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$166,667 "
Robert-Jan Derksen,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$166,250 "
Robert Rock,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$164,757 "
Nate Smith,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$154,814 "
Thongchai Jaidee,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$154,000 "
Troy Merritt,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$151,475 "
Paula Creamer,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$150,000 "
Frank Lickliter II,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$144,160 "
Rhys Davies,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$141,500 "
Martin Piller,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$140,958 "
Jeff Quinney,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$139,582 "
Kiradech Aphibarnrat,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$139,250 "
Johan Edfors,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$136,155 "
Rich Beem,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$135,225 "
Sam Saunders,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$132,525 "
Marco Dawson,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$129,407 "
Chris Tidland,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$127,985 "
Jeff Maggert,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$126,080 "
Xinjun Zhang,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$124,500 "
SSP Chawrasia,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$123,000 "
Jbe' Kruger,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$121,500 "
Peter Tomasulo,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$115,817 "
Brett Quigley,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$113,075 "
Tetsuji Hiratsuka,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$113,000 "
Todd Hamilton,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$112,083 "
Kirk Triplett,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$111,081 "
Mark O'Meara,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$110,740 "
George Coetzee,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$109,713 "
Will Strickler,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$109,031 "
Chinnarat Phadungsil,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$106,500 "
Peter Lonard,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$106,305 "
Matt Every,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$105,122 "
Jamie Donaldson,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$100,000 "
Charles Warren,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$96,423 "
Nicolas Colsaerts,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$96,000 "
Erik Compton,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$95,542 "
Thomas Aiken,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$94,500 "
Siddikur Rahman,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$87,500 "
Danny Chia,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$85,000 "
Nick Faldo,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$84,000 "
WC Liang,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$82,593 "
David Gleeson,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$81,000 "
Greg Norman,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$72,500 "
Tom Watson,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$72,067 "
Chan Yih-shin,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$71,750 "
Gregory Havret,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$71,007 "
Dicky Pride,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$69,213 "
Morgan Hoffmann,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$69,131 "
Hennie Otto,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$68,500 "
Chris Baryla,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$68,000 "
Kim Hyung sung,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$67,500 "
Sung Joon Park,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$67,500 "
Brad Faxon,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$65,000 "
Gregory Bourdy,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$64,056 "
Sangmoon Bae,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$62,351 "
Duffy Waldorf,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$61,234 "
David Howell,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$60,000 "
Soren Kjeldsen,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$60,000 "
Paul McGinley,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$60,000 "
Paul Lawrie,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$57,442 "
Jung-gon Hwang,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$56,716 "
Jason Gore,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$56,290 "
Peter Jacobsen,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$56,250 "
Marcus Fraser,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$55,500 "
Billy Andrade,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$52,500 "
Bruce McDonald,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$52,500 "
Lee Slattery,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$52,000 "
Do-Hoon Kim,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$50,436 "
Ben Crenshaw,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$50,000 "
Brendon Todd,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$50,000 "
Craig Barlow,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$49,688 "
Michael Sim,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$47,403 "
Fran Quinn,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$47,199 "
Mathias Gronberg,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$47,000 "
Oscar Serna,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$45,500 "
Michio Matsumura,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$44,395 "
Shaaban Hussin,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$42,500 "
Corey Pavin,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$42,376 "
Michael Allen,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$42,343 "
Keith Horne,2011,Total Money (Official and Unofficial),Total Money (Official and Unofficial) - (MONEY),"$40,500 "
