Summons Number,Issue Date,Violation Code,Violation Location,Violation Precinct,Violation Time,House Number,Street Name,Intersecting Street,City & State
8723757218,1/11/2019,40,94,94,0856A,89,Greenpoint Ave,,"Brooklyn, NY"
8723757206,1/11/2019,21,94,94,0855A,104,Greenpoint Ave,,"Brooklyn, NY"
8723757190,1/11/2019,21,94,94,0851A,94,Milton St,,"Brooklyn, NY"
8723757176,1/11/2019,21,94,94,0833A,66,Norman Ave,,"Brooklyn, NY"
8723757164,1/11/2019,21,94,94,0830A,80,Norman Ave,,"Brooklyn, NY"
8723757152,1/11/2019,21,94,94,0817A,50,Bedford Ave,,"Brooklyn, NY"
8723757140,1/11/2019,21,94,94,0812A,223,Bedford Ave,,"Brooklyn, NY"
8723757139,1/11/2019,21,90,90,0809A,285,Bedford Ave,,"Brooklyn, NY"
8723757127,1/11/2019,21,90,90,0806A,339,Bedford Ave,,"Brooklyn, NY"
8723757115,1/11/2019,14,90,90,0742A,607,Bedford Ave,,"Brooklyn, NY"
8723757103,1/11/2019,84,79,79,0722A,118,Nostrand Ave,,"Brooklyn, NY"
8723757097,1/11/2019,18,79,79,0721A,118,Nostrand Ave,,"Brooklyn, NY"
8723757085,1/11/2019,20,79,79,0709A,156,Skillman St,,"Brooklyn, NY"
8723757073,1/11/2019,40,79,79,0655A,94,Franklin Ave,,"Brooklyn, NY"
8714727523,1/11/2019,14,94,94,1040P,61,Wythe Ave,,"Brooklyn, NY"
8714727511,1/11/2019,14,94,94,1039P,61,Wythe Ave,,"Brooklyn, NY"
8714727500,1/11/2019,78,94,94,1022P,645,Leonard St,,"Brooklyn, NY"
8714727493,1/11/2019,14,94,94,0956P,981,Manhattan Ave,,"Brooklyn, NY"
8714727470,1/11/2019,20,94,94,0941P,105,Noble St,,"Brooklyn, NY"
8714727420,1/11/2019,19,94,94,0818P,614,Manhattan Ave,,"Brooklyn, NY"
8714912727,1/11/2019,40,90,90,1132P,205,Ross St,,"Brooklyn, NY"
8714912715,1/11/2019,40,90,90,1121P,878,Driggs Ave,,"Brooklyn, NY"
8714912703,1/11/2019,82,94,94,1103P,259,Kent St,,"Brooklyn, NY"
8714912697,1/11/2019,71,88,88,1012P,158,S Portland Ave,,"Brooklyn, NY"
8715522246,1/11/2019,21,81,81,1120A,655,Putnam Ave,,"Brooklyn, NY"
8715522222,1/11/2019,21,81,81,1116A,825,Putnam Ave,,"Brooklyn, NY"
8715522210,1/11/2019,14,83,83,1023A,469,Evergreen Ave,,"Brooklyn, NY"
8715522192,1/11/2019,14,83,83,1022A,477,Evergreen Ave,,"Brooklyn, NY"
8715522180,1/11/2019,14,83,83,1021A,477,Evergreen Ave,,"Brooklyn, NY"
8715522179,1/11/2019,14,83,83,1019A,479,Evergreen Ave,,"Brooklyn, NY"
8715522118,1/11/2019,21,83,83,1000A,1110,Putnam Ave,,"Brooklyn, NY"
8715522106,1/11/2019,21,83,83,0956A,1166,Putnam Ave,,"Brooklyn, NY"
8715522090,1/11/2019,21,83,83,0954A,1186,Putnam Ave,,"Brooklyn, NY"
8715522088,1/11/2019,21,83,83,0953A,1186,Putnam Ave,,"Brooklyn, NY"
8715522076,1/11/2019,21,83,83,0950A,1122,Madison St,,"Brooklyn, NY"
8715522064,1/11/2019,21,83,83,0947A,1054,Madison St,,"Brooklyn, NY"
8715522052,1/11/2019,21,83,83,0946A,1042,Madison St,,"Brooklyn, NY"
8715522039,1/11/2019,21,83,83,0933A,13,Woodbine St,,"Brooklyn, NY"
8715522027,1/11/2019,21,83,83,0931A,13,Woodbine St,,"Brooklyn, NY"
8715522015,1/11/2019,21,83,83,0930A,27,Woodbine St,,"Brooklyn, NY"
8715522003,1/11/2019,21,83,83,0927A,143,Woodbine St,,"Brooklyn, NY"
8715521990,1/11/2019,21,83,83,0924A,146,Palmetto St,,"Brooklyn, NY"
8715521989,1/11/2019,21,83,83,0923A,142,Palmetto St,,"Brooklyn, NY"
8715521977,1/11/2019,21,83,83,0911A,111,Linden St,,"Brooklyn, NY"
8715521965,1/11/2019,21,83,83,0910A,101,Linden St,,"Brooklyn, NY"
8715521928,1/11/2019,21,83,83,0847A,61,Apollo St,,"Brooklyn, NY"
8715521904,1/11/2019,21,83,83,0844A,444,Evergreen Ave,,"Brooklyn, NY"
8715521898,1/11/2019,21,83,83,0843A,444,Evergreen Ave,,"Brooklyn, NY"
8715521874,1/11/2019,21,83,83,0834A,515,Evergreen Ave,,"Brooklyn, NY"
8715521850,1/11/2019,21,83,83,0831A,523,Evergreen Ave,,"Brooklyn, NY"
8715521849,1/11/2019,21,83,83,0829A,569,Evergreen Ave,,"Brooklyn, NY"
8715521837,1/11/2019,21,83,83,0828A,569,Evergreen Ave,,"Brooklyn, NY"
8715521825,1/11/2019,21,83,83,0817A,690,Evergreen Ave,,"Brooklyn, NY"
8715521813,1/11/2019,40,83,83,0814A,690,Evergreen Ave,,"Brooklyn, NY"
8715521801,1/11/2019,21,83,83,0812A,681,Evergreen Ave,,"Brooklyn, NY"
8715521795,1/11/2019,21,83,83,0811A,693,Evergreen Ave,,"Brooklyn, NY"
8715521771,1/11/2019,21,83,83,0806A,725,Evergreen Ave,,"Brooklyn, NY"
8715521760,1/11/2019,40,83,83,0729A,473,Central Ave,,"Brooklyn, NY"
8715521758,1/11/2019,40,83,83,0715A,108,Harman St,,"Brooklyn, NY"
8715521734,1/11/2019,40,83,83,0656A,49,Stockholm St,,"Brooklyn, NY"
8711273549,1/11/2019,78,90,90,1110P,69,S 9th St,,"Brooklyn, NY"
8711273537,1/11/2019,73,90,90,1100P,69,S 9th St,,"Brooklyn, NY"
8711273525,1/11/2019,78,90,90,1049P,321,Wythe Ave,,"Brooklyn, NY"
8711273513,1/11/2019,40,94,94,1048P,196,N 10th St,,"Brooklyn, NY"
8711273495,1/11/2019,78,94,94,1020P,709,Leonard St,,"Brooklyn, NY"
8711273483,1/11/2019,78,94,94,0953P,110,Green St,,"Brooklyn, NY"
8711273460,1/11/2019,40,94,94,0924P,64,Greenpoint Ave,,"Brooklyn, NY"
8711273446,1/11/2019,74,94,94,0840P,129,N 11th St,,"Brooklyn, NY"
8711273434,1/11/2019,14,94,94,0833P,61,Wythe Ave,,"Brooklyn, NY"
8716118571,1/11/2019,19,88,88,0207P,247,Dekalb Ave,,"Brooklyn, NY"
8716118560,1/11/2019,48,88,88,0106P,99,Lafayette Ave,,"Brooklyn, NY"
8716118510,1/11/2019,48,88,88,1216P,118,Dekalb Ave,,"Brooklyn, NY"
8716118509,1/11/2019,71,88,88,1204P,213,Dekalb Ave,,"Brooklyn, NY"
8716118492,1/11/2019,21,88,88,1154A,253,Carlton Ave,,"Brooklyn, NY"
8716118480,1/11/2019,21,88,88,1149A,204,Washington Park,,"Brooklyn, NY"
8716118467,1/11/2019,21,88,88,1146A,185,Washington Park,,"Brooklyn, NY"
8716118455,1/11/2019,21,88,88,1144A,181,Washington Park,,"Brooklyn, NY"
8716118443,1/11/2019,70,88,88,1142A,12,Willoughby Ave,,"Brooklyn, NY"
8716118431,1/11/2019,21,88,88,1142A,12,Willoughby Ave,,"Brooklyn, NY"
8716118420,1/11/2019,21,88,88,1140A,175,Washington Park,,"Brooklyn, NY"
8716118418,1/11/2019,21,88,88,1138A,162,Washington Park,,"Brooklyn, NY"
8716118406,1/11/2019,21,88,88,1137A,162,Washington Park,,"Brooklyn, NY"
8716118390,1/11/2019,70,88,88,1121A,130,St Edwards St,,"Brooklyn, NY"
8716118388,1/11/2019,48,88,88,1114A,122,Ashland Pl,,"Brooklyn, NY"
8711273422,1/11/2019,17,94,94,0821P,598,Manhattan Ave,,"Brooklyn, NY"
8711162909,1/11/2019,71,81,81,0107P,1061,Dekalb Ave,,"Brooklyn, NY"
8711162892,1/11/2019,21,81,81,0105P,1036,Dekalb Ave,,"Brooklyn, NY"
8711162879,1/11/2019,21,79,79,1211P,1064,Myrtle Ave,,"Brooklyn, NY"
8711162867,1/11/2019,21,79,79,1209P,1055,Myrtle Ave,,"Brooklyn, NY"
8711162855,1/11/2019,21,79,79,1208P,1031,Myrtle Ave,,"Brooklyn, NY"
8711162818,1/11/2019,70,79,79,1143A,405,Throop Ave,,"Brooklyn, NY"
8711162790,1/11/2019,21,79,79,1136A,600,Gates Ave,,"Brooklyn, NY"
8711162788,1/11/2019,71,79,79,1040A,1608,Fulton St,,"Brooklyn, NY"
8711162776,1/11/2019,19,79,79,1027A,1562,Fulton St,,"Brooklyn, NY"
8711162764,1/11/2019,46,79,79,1006A,15,Marcus Garvey Blvd,,"Brooklyn, NY"
8711162752,1/11/2019,20,79,79,1003A,7,Marcus Garvey Blvd,,"Brooklyn, NY"
8711162739,1/11/2019,71,79,79,0839A,834,Willoughby Ave,,"Brooklyn, NY"
8711162727,1/11/2019,21,79,79,0827A,816,Myrtle Ave,,"Brooklyn, NY"
8711162661,1/11/2019,71,79,79,0818A,756,Myrtle Ave,,"Brooklyn, NY"
8709666412,1/11/2019,21,83,83,1253P,116,Schaefer St,,"Brooklyn, NY"
8709666400,1/11/2019,21,83,83,1251P,122,Schaefer St,,"Brooklyn, NY"
8709666394,1/11/2019,21,83,83,1249P,146,Schaefer St,,"Brooklyn, NY"
8709666382,1/11/2019,21,83,83,1246P,174,Schaefer St,,"Brooklyn, NY"
8709666369,1/11/2019,21,83,83,1237P,1310,Decatur St,,"Brooklyn, NY"
8709666357,1/11/2019,21,83,83,1235P,1280,Decatur St,,"Brooklyn, NY"
8709666345,1/11/2019,21,83,83,1230P,1168,Decatur St,,"Brooklyn, NY"
8709666333,1/11/2019,21,83,83,1222P,172,Covert St,,"Brooklyn, NY"
8709666321,1/11/2019,21,83,83,1218P,296,Covert St,,"Brooklyn, NY"
8709666310,1/11/2019,21,83,83,1214P,342,Eldert St,,"Brooklyn, NY"
8709666291,1/11/2019,21,83,83,1208P,216,Eldert St,,"Brooklyn, NY"
8709666280,1/11/2019,21,83,83,1207P,204,Eldert St,,"Brooklyn, NY"
8709666278,1/11/2019,21,83,83,1131A,1168,Hancock St,,"Brooklyn, NY"
8709666266,1/11/2019,21,83,83,1125A,1352,Hancock St,,"Brooklyn, NY"
8709666230,1/11/2019,21,94,94,1013A,232,N Henry St,,"Brooklyn, NY"
8709666229,1/11/2019,40,94,94,1011A,223,Nassau Ave,,"Brooklyn, NY"
8709666217,1/11/2019,21,94,94,1007A,108,Diamond St,,"Brooklyn, NY"
8709666205,1/11/2019,21,94,94,0953A,50,Newel St,,"Brooklyn, NY"
8709666199,1/11/2019,21,94,94,0951A,24,Newel St,,"Brooklyn, NY"
8709666175,1/11/2019,21,94,94,0945A,665,Humboldt St,,"Brooklyn, NY"
8709666163,1/11/2019,21,94,94,0919A,51,India St,,"Brooklyn, NY"
8709666151,1/11/2019,21,94,94,0916A,41,India St,,"Brooklyn, NY"
8709666140,1/11/2019,21,94,94,0912A,47,Java St,,"Brooklyn, NY"
8709666138,1/11/2019,21,94,94,0910A,49,Java St,,"Brooklyn, NY"
8709666126,1/11/2019,19,94,94,0901A,104,West St,,"Brooklyn, NY"
8709666114,1/11/2019,19,94,94,0900A,104,West St,,"Brooklyn, NY"
8709666102,1/11/2019,19,94,94,0854A,133,Greenpoint Ave,,"Brooklyn, NY"
8709666096,1/11/2019,21,94,94,0852A,130,Milton St,,"Brooklyn, NY"
8709666060,1/11/2019,21,94,94,0830A,80,Norman Ave,,"Brooklyn, NY"
8709666059,1/11/2019,21,94,94,0815A,104,Bedford Ave,,"Brooklyn, NY"
8709666035,1/11/2019,19,90,90,0750A,349,Bedford Ave,,"Brooklyn, NY"
8709666023,1/11/2019,71,79,79,0725A,138,Nostrand Ave,,"Brooklyn, NY"
8709666011,1/11/2019,14,79,79,0724A,138,Nostrand Ave,,"Brooklyn, NY"
8709666000,1/11/2019,71,79,79,0715A,429,Flushing Ave,,"Brooklyn, NY"
8709665997,1/11/2019,20,79,79,0706A,150,Skillman St,,"Brooklyn, NY"
8709665985,1/11/2019,51,79,79,0703A,361,Willoughby Ave,,"Brooklyn, NY"
8706063640,1/11/2019,70,79,79,1127A,15,Rochester Ave,,"Brooklyn, NY"
8706063639,1/11/2019,71,79,79,1126A,15,Rochester Ave,,"Brooklyn, NY"
8708211863,1/11/2019,40,90,90,0634P,91,Humboldt St,,"Brooklyn, NY"
8708211814,1/11/2019,14,90,90,0428P,271,Manhattan Ave,,"Brooklyn, NY"
8708211802,1/11/2019,14,90,90,0426P,271,Manhattan Ave,,"Brooklyn, NY"
8708211796,1/11/2019,16,90,90,0302P,359,Kingsland Ave,,"Brooklyn, NY"
8708211784,1/11/2019,14,90,90,0245P,232,N 12th St,,"Brooklyn, NY"
8708211772,1/11/2019,20,90,90,0227P,21,Powers St,,"Brooklyn, NY"
8708211760,1/11/2019,20,90,90,0226P,22,Powers St,,"Brooklyn, NY"
8708211747,1/11/2019,40,90,90,0211P,251,Manhattan Ave,,"Brooklyn, NY"
8708211723,1/11/2019,10,90,90,0200P,706,Grand St,,"Brooklyn, NY"
8708211711,1/11/2019,48,90,90,0146P,92,Manhattan Ave,,"Brooklyn, NY"
8708211693,1/11/2019,20,90,90,0116P,9,White St,,"Brooklyn, NY"
8708211681,1/11/2019,16,90,90,0106P,90,Beaver St,,"Brooklyn, NY"
8708211670,1/11/2019,46,90,90,0102P,869,Park Ave,,"Brooklyn, NY"
8708211668,1/11/2019,19,79,79,1053A,1128,Fulton St,,"Brooklyn, NY"
8708211656,1/11/2019,48,79,79,1026A,1540,Pacific St,,"Brooklyn, NY"
8708211644,1/11/2019,19,79,79,0952A,1128,Fulton St,,"Brooklyn, NY"
8708211632,1/11/2019,21,79,79,0945A,109,Putnam Ave,,"Brooklyn, NY"
8708211620,1/11/2019,46,79,79,0928A,139,Putnam Ave,,"Brooklyn, NY"
8708211619,1/11/2019,46,79,79,0926A,432,Franklin Ave,,"Brooklyn, NY"
8708211607,1/11/2019,46,79,79,0922A,1083,Fulton St,,"Brooklyn, NY"
8706063860,1/11/2019,14,79,79,0410P,545,Franklin Ave,,"Brooklyn, NY"
8706063858,1/11/2019,14,79,79,0408P,557,Franklin Ave,,"Brooklyn, NY"
8706063846,1/11/2019,14,79,79,0407P,550,Franklin Ave,,"Brooklyn, NY"
8706063834,1/11/2019,19,79,79,0216P,1281,Fulton St,,"Brooklyn, NY"
8706063822,1/11/2019,16,79,79,0113P,1281,Fulton St,,"Brooklyn, NY"
8706063810,1/11/2019,16,79,79,0111P,1274,Fulton St,,"Brooklyn, NY"
8708856400,1/11/2019,40,81,81,0951A,79,Saratoga Ave,,"Brooklyn, NY"
8708562659,1/11/2019,68,79,79,0200P,57,Skillman St,,"Brooklyn, NY"
8708562647,1/11/2019,68,79,79,0159P,57,Skillman St,,"Brooklyn, NY"
8708562635,1/11/2019,68,79,79,0157P,81,Skillman St,,"Brooklyn, NY"
8708562623,1/11/2019,70,79,79,0155P,107,Skillman St,,"Brooklyn, NY"
8708562611,1/11/2019,68,79,79,0152P,107,Skillman St,,"Brooklyn, NY"
8708562600,1/11/2019,20,79,79,0148P,150,Skillman St,,"Brooklyn, NY"
8708562593,1/11/2019,68,79,79,0144P,197,Skillman St,,"Brooklyn, NY"
8708562581,1/11/2019,68,79,79,0140P,281,Skillman St,,"Brooklyn, NY"
8708562568,1/11/2019,16,79,79,0122P,129,Spencer St,,"Brooklyn, NY"
8708562544,1/11/2019,16,79,79,0120P,129,Spencer St,,"Brooklyn, NY"
8708562532,1/11/2019,20,79,79,0117P,113,Spencer St,,"Brooklyn, NY"
8705972334,1/11/2019,71,88,88,0208P,485,Myrtle Ave,,"Brooklyn, NY"
8705972310,1/11/2019,70,88,88,0106P,158,Adelphi St,,"Brooklyn, NY"
8705972309,1/11/2019,46,88,88,1257P,196,Clermont Ave,,"Brooklyn, NY"
8705972292,1/11/2019,19,88,88,1218P,408,Myrtle Ave,,"Brooklyn, NY"
8705972280,1/11/2019,21,88,88,1212P,173,Adelphi St,,"Brooklyn, NY"
8705972279,1/11/2019,84,88,88,1207P,213,Dekalb Ave,,"Brooklyn, NY"
8705972267,1/11/2019,46,88,88,1203P,213,Dekalb Ave,,"Brooklyn, NY"
8705972255,1/11/2019,84,88,88,1201P,227,Dekalb Ave,,"Brooklyn, NY"
8705972243,1/11/2019,48,88,88,1201P,227,Dekalb Ave,,"Brooklyn, NY"
8705972231,1/11/2019,21,88,88,1158A,250,Adelphi St,,"Brooklyn, NY"
8705972220,1/11/2019,21,88,88,1157A,234,Adelphi St,,"Brooklyn, NY"
8705972206,1/11/2019,21,88,88,1152A,225,Clermont Ave,,"Brooklyn, NY"
8705972190,1/11/2019,21,88,88,1151A,233,Clermont Ave,,"Brooklyn, NY"
8705972188,1/11/2019,21,88,88,1146A,278,Clinton Ave,,"Brooklyn, NY"
8705972176,1/11/2019,21,88,88,1144A,258,Clinton Ave,,"Brooklyn, NY"
8705972140,1/11/2019,46,88,88,1135A,376,Myrtle Ave,,"Brooklyn, NY"
8705074976,1/11/2019,21,90,90,0840A,204,Grand St,,"Brooklyn, NY"
8705074952,1/11/2019,21,90,90,0836A,135,S 2nd St,,"Brooklyn, NY"
8705074940,1/11/2019,21,90,90,0827A,321,Wythe Ave,,"Brooklyn, NY"
8705074939,1/11/2019,21,90,90,0826A,319,Wythe Ave,,"Brooklyn, NY"
8705074927,1/11/2019,21,90,90,0825A,319,Wythe Ave,,"Brooklyn, NY"
8705074915,1/11/2019,21,90,90,0824A,317,Wythe Ave,,"Brooklyn, NY"
8705074903,1/11/2019,21,90,90,0822A,297,Wythe Ave,,"Brooklyn, NY"
8707505528,1/11/2019,14,81,81,1008A,150,Malcolm X Blvd,,"Brooklyn, NY"
8707505516,1/11/2019,71,79,79,0957A,649,Jefferson Ave,,"Brooklyn, NY"
8707505504,1/11/2019,40,79,79,0949A,593,Jefferson Ave,,"Brooklyn, NY"
8707505498,1/11/2019,71,79,79,0934A,573,Putnam Ave,,"Brooklyn, NY"
8707505486,1/11/2019,70,79,79,0932A,573,Putnam Ave,,"Brooklyn, NY"
8708067557,1/11/2019,70,90,90,0104P,1043,Dekalb Ave,,"Brooklyn, NY"
8708067545,1/11/2019,40,90,90,1201P,894,Broadway,,"Brooklyn, NY"
8708067533,1/11/2019,21,90,90,1149A,15,Marcus Garvey Blvd,,"Brooklyn, NY"
8708067510,1/11/2019,21,90,90,1147A,9,Marcus Garvey Blvd,,"Brooklyn, NY"
8708067480,1/11/2019,21,90,90,1144A,7,Marcus Garvey Blvd,,"Brooklyn, NY"
8708067478,1/11/2019,19,90,90,1055A,50,Graham Ave,,"Brooklyn, NY"
8708067442,1/11/2019,21,90,90,1017A,2,Cook St,,"Brooklyn, NY"
8708067429,1/11/2019,21,90,90,1014A,29,Cook St,,"Brooklyn, NY"
8708067405,1/11/2019,21,90,90,0854A,16,Park St,,"Brooklyn, NY"
8708067399,1/11/2019,21,90,90,0852A,40,Park St,,"Brooklyn, NY"
8708067387,1/11/2019,21,90,90,0850A,68,Beaver St,,"Brooklyn, NY"
8708067375,1/11/2019,21,90,90,0850A,72,Beaver St,,"Brooklyn, NY"
8708067363,1/11/2019,21,90,90,0847A,76,Beaver St,,"Brooklyn, NY"
8708067351,1/11/2019,71,90,90,0841A,86,Beaver St,,"Brooklyn, NY"
8708067340,1/11/2019,40,90,90,0835A,590,Melrose St,,"Brooklyn, NY"
8708067338,1/11/2019,71,90,90,0833A,37,Melrose St,,"Brooklyn, NY"
8708067326,1/11/2019,21,90,90,0832A,44,Melrose St,,"Brooklyn, NY"
8705972346,1/11/2019,19,88,88,0256P,457,Myrtle Ave,,"Brooklyn, NY"
8705074873,1/11/2019,21,94,94,0818A,265,Wythe Ave,,"Brooklyn, NY"
8705074861,1/11/2019,21,94,94,0817A,255,Wythe Ave,,"Brooklyn, NY"
8705074850,1/11/2019,21,94,94,0814A,258,Wythe Ave,,"Brooklyn, NY"
8705074848,1/11/2019,21,94,94,0812A,242,Wythe Ave,,"Brooklyn, NY"
8709666606,1/11/2019,14,79,79,0439P,529,Nostrand Ave,,"Brooklyn, NY"
8709666588,1/11/2019,14,79,79,0423P,335,Nostrand Ave,,"Brooklyn, NY"
8709666576,1/11/2019,14,79,79,0408P,124,Nostrand Ave,,"Brooklyn, NY"
8709666564,1/11/2019,68,79,79,0351P,94,Skillman St,,"Brooklyn, NY"
8709666552,1/11/2019,68,79,79,0333P,197,Skillman St,,"Brooklyn, NY"
8709666540,1/11/2019,48,79,79,0257P,1056,Bedford Ave,,"Brooklyn, NY"
8709666539,1/11/2019,19,83,83,0223P,524,Wilson Ave,,"Brooklyn, NY"
8709666527,1/11/2019,70,83,83,0216P,415,Eldert St,,"Brooklyn, NY"
8709666515,1/11/2019,61,83,83,0215P,415,Eldert St,,"Brooklyn, NY"
8709666503,1/11/2019,14,83,83,0213P,415,Eldert St,,"Brooklyn, NY"
8709666497,1/11/2019,75,83,83,0148P,323,Covert St,,"Brooklyn, NY"
8709666485,1/11/2019,46,83,83,0139P,201,Covert St,,"Brooklyn, NY"
8709666473,1/11/2019,46,83,83,0135P,315,Covert St,,"Brooklyn, NY"
8699772014,1/11/2019,20,94,94,0617A,275,Driggs Ave,,"Brooklyn, NY"
8705075270,1/11/2019,20,94,94,0251P,136,Milton St,,"Brooklyn, NY"
8705075269,1/11/2019,38,94,94,0141P,150,Milton St,,"Brooklyn, NY"
8705075257,1/11/2019,14,94,94,1257P,981,Manhattan Ave,,"Brooklyn, NY"
8705075063,1/11/2019,38,94,94,1043A,757,Manhattan Ave,,"Brooklyn, NY"
8705075051,1/11/2019,84,94,94,1042A,761,Manhattan Ave,,"Brooklyn, NY"
8705075040,1/11/2019,19,94,94,1041A,761,Manhattan Ave,,"Brooklyn, NY"
8705075038,1/11/2019,20,94,94,1036A,191,Calyer St,,"Brooklyn, NY"
8705075026,1/11/2019,40,94,94,1030A,854,Manhattan Ave,,"Brooklyn, NY"
8705075014,1/11/2019,37,94,94,1028A,860,Manhattan Ave,,"Brooklyn, NY"
8705075002,1/11/2019,38,94,94,1007A,121,Greenpoint Ave,,"Brooklyn, NY"
8705074990,1/11/2019,21,94,94,0922A,113,N 7th St,,"Brooklyn, NY"
8705074988,1/11/2019,21,94,94,0921A,115,N 7th St,,"Brooklyn, NY"
8702772097,1/11/2019,14,90,90,0420P,138,Bushwick Ave,,"Brooklyn, NY"
8702772085,1/11/2019,14,90,90,0407P,20,Bushwick Ave,,"Brooklyn, NY"
8702772073,1/11/2019,71,94,94,0352P,380,Morgan Ave,,"Brooklyn, NY"
8702772048,1/11/2019,20,90,90,0257P,299,Meserole St,,"Brooklyn, NY"
8702772036,1/11/2019,71,90,90,0256P,299,Meserole St,,"Brooklyn, NY"
8702772024,1/11/2019,71,90,90,0243P,249,Montrose Ave,,"Brooklyn, NY"
8702772000,1/11/2019,16,90,90,0144P,130,Thames St,,"Brooklyn, NY"
8702771998,1/11/2019,20,90,90,0117P,152,Grattan St,,"Brooklyn, NY"
8702771986,1/11/2019,20,90,90,0111P,109,Ingraham St,,"Brooklyn, NY"
8702771974,1/11/2019,71,90,90,0110P,119,Ingraham St,,"Brooklyn, NY"
8702771962,1/11/2019,70,90,90,0109P,119,Ingraham St,,"Brooklyn, NY"
8702771949,1/11/2019,20,90,90,1259P,106,Harrison Pl,,"Brooklyn, NY"
8702771937,1/11/2019,20,90,90,1257P,91,Harrison Pl,,"Brooklyn, NY"
8702771925,1/11/2019,20,90,90,1256P,91,Harrison Pl,,"Brooklyn, NY"
8702771895,1/11/2019,21,90,90,1218P,37,S 8th St,,"Brooklyn, NY"
8702771883,1/11/2019,21,90,90,1216P,37,S 8th St,,"Brooklyn, NY"
8702771871,1/11/2019,21,90,90,1209P,390,Berry St,,"Brooklyn, NY"
8702771860,1/11/2019,21,90,90,1208P,381,Berry St,,"Brooklyn, NY"
8702771858,1/11/2019,21,90,90,1205P,405,Berry St,,"Brooklyn, NY"
8702771834,1/11/2019,21,90,90,1159A,32,Taylor St,,"Brooklyn, NY"
8702771822,1/11/2019,21,90,90,1155A,24,Wilson St,,"Brooklyn, NY"
8702771792,1/11/2019,21,90,90,1141A,40,Heyward St,,"Brooklyn, NY"
8702771780,1/11/2019,21,90,90,1137A,74,Heyward St,,"Brooklyn, NY"
8702771779,1/11/2019,21,90,90,1136A,74,Heyward St,,"Brooklyn, NY"
8702771767,1/11/2019,21,90,90,1135A,82,Heyward St,,"Brooklyn, NY"
8702771743,1/11/2019,21,90,90,1132A,136,Heyward St,,"Brooklyn, NY"
8702771731,1/11/2019,21,90,90,1132A,138,Heyward St,,"Brooklyn, NY"
8702771720,1/11/2019,21,90,90,1131A,140,Heyward St,,"Brooklyn, NY"
8702771718,1/11/2019,21,90,90,1130A,146,Heyward St,,"Brooklyn, NY"
8702771706,1/11/2019,21,90,90,1128A,189,Heyward St,,"Brooklyn, NY"
8699772452,1/11/2019,21,94,94,1238P,188,Greenpoint Ave,,"Brooklyn, NY"
8699772440,1/11/2019,21,94,94,1238P,188,Greenpoint Ave,,"Brooklyn, NY"
8699772439,1/11/2019,21,94,94,1234P,210,Kent St,,"Brooklyn, NY"
8699772427,1/11/2019,21,94,94,1231P,184,Kent St,,"Brooklyn, NY"
8699772397,1/11/2019,21,94,94,1138A,184,Java St,,"Brooklyn, NY"
8699772385,1/11/2019,21,94,94,1136A,168,Java St,,"Brooklyn, NY"
8699772373,1/11/2019,19,94,94,1043A,708,Manhattan Ave,,"Brooklyn, NY"
8699772361,1/11/2019,82,94,94,1041A,668,Manhattan Ave,,"Brooklyn, NY"
8699772348,1/11/2019,21,94,94,1007A,533,Leonard St,,"Brooklyn, NY"
8699772336,1/11/2019,21,94,94,1004A,95,Eckford St,,"Brooklyn, NY"
8699772324,1/11/2019,21,94,94,1002A,103,Eckford St,,"Brooklyn, NY"
8699772312,1/11/2019,21,94,94,0959A,147,Eckford St,,"Brooklyn, NY"
8699772300,1/11/2019,21,94,94,0944A,597,Leonard St,,"Brooklyn, NY"
8699772294,1/11/2019,21,94,94,0941A,593,Leonard St,,"Brooklyn, NY"
8699772282,1/11/2019,21,94,94,0940A,587,Leonard St,,"Brooklyn, NY"
8699772269,1/11/2019,21,94,94,0937A,570,Leonard St,,"Brooklyn, NY"
8699772257,1/11/2019,21,94,94,0936A,568,Leonard St,,"Brooklyn, NY"
8699772245,1/11/2019,19,94,94,0852A,967,Manhattan Ave,,"Brooklyn, NY"
8699772221,1/11/2019,21,94,94,0848A,94,India St,,"Brooklyn, NY"
8699772210,1/11/2019,21,94,94,0846A,184,Franklin St,,"Brooklyn, NY"
8702771664,1/11/2019,21,90,90,1117A,194,Lynch St,,"Brooklyn, NY"
8702771652,1/11/2019,21,90,90,1114A,146,Lynch St,,"Brooklyn, NY"
8702771627,1/11/2019,21,90,90,1108A,14,Lynch St,,"Brooklyn, NY"
8702771603,1/11/2019,21,90,90,1106A,8,Lynch St,,"Brooklyn, NY"
8701817450,1/11/2019,19,90,90,0103P,69,Division Ave,,"Brooklyn, NY"
8701817449,1/11/2019,71,90,90,0100P,88,Division Ave,,"Brooklyn, NY"
8701817425,1/11/2019,21,90,90,1216P,136,Ross St,,"Brooklyn, NY"
8701817383,1/11/2019,21,90,90,1205P,188,Keap St,,"Brooklyn, NY"
8701817371,1/11/2019,21,90,90,1203P,212,Keap St,,"Brooklyn, NY"
8701817358,1/11/2019,46,90,90,1152A,227,Keap St,,"Brooklyn, NY"
8701817310,1/11/2019,20,90,90,1140A,190,Marcy Ave,,"Brooklyn, NY"
8701817309,1/11/2019,21,90,90,1139A,190,Marcy Ave,,"Brooklyn, NY"
8701817280,1/11/2019,21,90,90,1020A,113,S 1st St,,"Brooklyn, NY"
8701817279,1/11/2019,21,90,90,1016A,53,Broadway,,"Brooklyn, NY"
